UIK,UIK.NO,VOTERS,BULL.RECEIVED,BULL.ISS.PRELIMINARY,BULL.ISS.PRELIMINARY.TIK,BULL.ISS.UIK.DAYOFVOTE,BULL.ISS.EXTRA,BULL.CANCELLED,BULL.PORTABLE_BOXES,BULL.STATIONARY_BOXES,BULL.INVALID,BULL.VALID,BULL.LOST,BULL.NOT.RECORDED,TIK.NO,BIKBAEV,BIKBAEV.pct,IVANOVA,IVANOVA.pct,PETROV,PETROV.pct,POLTAVCHENKO,POLTAVCHENKO.pct,SUKHENKO,SUKHENKO.pct
"УИК №1340",1340,2123,1500,222,107,193,2,1190,2,415,20,397,0,0,19,14,0.0336,28,0.0671,14,0.0336,324,0.777,17,0.0408
"УИК №1341",1341,1958,1400,170,100,707,9,614,9,874,35,848,0,0,19,6,0.0068,54,0.0612,15,0.017,757,0.8573,16,0.0181
"УИК №1342",1342,1494,1000,173,83,257,10,643,10,430,24,416,0,0,19,9,0.0205,35,0.0795,9,0.0205,353,0.8023,10,0.0227
"УИК №1343",1343,1656,1100,208,92,130,1,853,1,338,14,325,0,0,19,8,0.0236,21,0.0619,2,0.0059,285,0.8407,9,0.0265
"УИК №1344",1344,1047,700,113,44,315,5,311,5,428,2,431,0,0,19,1,0.0023,30,0.0693,4,0.0092,388,0.8961,8,0.0185
"УИК №1345",1345,1749,1200,193,83,591,1,498,1,784,9,776,0,0,19,15,0.0191,34,0.0433,16,0.0204,701,0.893,10,0.0127
"УИК №1346",1346,2382,1600,209,111,689,11,802,11,898,24,885,0,0,19,18,0.0198,51,0.0561,11,0.0121,794,0.8735,11,0.0121
"УИК №1347",1347,2210,1500,381,108,579,3,645,3,960,0,963,0,0,19,9,0.0093,53,0.055,10,0.0104,875,0.9086,16,0.0166
"УИК №1348",1348,2527,1700,264,121,407,45,1105,45,550,21,574,0,0,19,10,0.0168,70,0.1176,12,0.0202,458,0.7697,24,0.0403
"УИК №1349",1349,2379,1600,322,124,1170,95,137,95,1336,1,1430,0,0,19,31,0.0217,40,0.028,34,0.0238,1287,0.8994,38,0.0266
"УИК №1350",1350,1617,1100,161,79,892,1,125,1,892,14,879,0,0,19,8,0.009,31,0.0347,6,0.0067,826,0.925,8,0.009
"УИК №1351",1351,1723,1200,243,88,846,3,196,3,1089,8,1084,0,0,19,9,0.0082,32,0.0293,7,0.0064,1025,0.9386,11,0.0101
"УИК №1352",1352,1690,1100,240,75,572,47,316,47,719,25,741,0,0,19,11,0.0144,28,0.0366,11,0.0144,675,0.8812,16,0.0209
"УИК №1353",1353,452,500,0,0,452,0,48,202,250,6,446,0,0,19,5,0.0111,48,0.1062,10,0.0221,372,0.823,11,0.0243
"УИК №1949",1949,2022,2000,244,51,419,51,1337,51,663,11,703,0,0,20,8,0.0112,68,0.0952,22,0.0308,577,0.8081,28,0.0392
"УИК №1950",1950,2726,2500,278,88,592,12,1706,12,869,26,855,0,0,20,17,0.0193,121,0.1373,22,0.025,678,0.7696,17,0.0193
"УИК №1951",1951,2547,2500,238,37,680,19,1600,19,918,22,915,0,0,20,14,0.0149,134,0.143,16,0.0171,711,0.7588,40,0.0427
"УИК №1952",1952,1885,1500,200,34,750,10,574,10,950,22,938,0,0,20,12,0.0125,183,0.1906,13,0.0135,718,0.7479,12,0.0125
"УИК №1953",1953,2878,2500,311,70,545,12,1702,12,856,33,835,0,0,20,19,0.0219,102,0.1175,19,0.0219,679,0.7823,16,0.0184
"УИК №1954",1954,2579,2500,326,85,1013,12,1234,12,1098,30,1080,0,0,20,18,0.0162,81,0.073,22,0.0198,940,0.8468,19,0.0171
"УИК №1955",1955,2256,2000,234,62,446,17,1365,17,679,18,678,0,0,20,11,0.0158,83,0.1193,13,0.0187,555,0.7974,16,0.023
"УИК №1956",1956,1118,1000,151,78,246,2,679,2,397,14,385,0,0,20,14,0.0351,41,0.1028,17,0.0426,303,0.7594,10,0.0251
"УИК №1957",1957,2851,2500,185,49,744,23,1597,23,929,27,925,0,0,20,13,0.0137,106,0.1113,14,0.0147,770,0.8088,22,0.0231
"УИК №1958",1958,2753,2500,291,55,784,18,1462,18,1075,36,1057,0,0,20,15,0.0137,79,0.0723,15,0.0137,936,0.8564,12,0.011
"УИК №1959",1959,1338,1000,106,42,339,7,590,7,442,18,431,0,0,20,5,0.0111,48,0.1069,8,0.0178,358,0.7973,12,0.0267
"УИК №1960",1960,2677,2500,363,74,672,35,1504,35,1072,30,1077,0,0,20,28,0.0253,119,0.1075,27,0.0244,868,0.7841,35,0.0316
"УИК №1961",1961,2704,2500,314,102,592,12,1684,12,906,16,902,0,0,20,21,0.0229,124,0.1351,16,0.0174,722,0.7865,19,0.0207
"УИК №1962",1962,2623,2500,285,72,527,5,1755,5,812,32,785,0,0,20,18,0.022,89,0.1089,21,0.0257,631,0.7723,26,0.0318
"УИК №1963",1963,2875,2500,286,69,581,26,1676,26,864,28,862,0,0,20,19,0.0213,122,0.1371,23,0.0258,678,0.7618,20,0.0225
"УИК №1964",1964,1522,1500,164,75,400,30,981,30,535,28,537,0,0,20,8,0.0142,56,0.0991,8,0.0142,451,0.7982,14,0.0248
"УИК №1965",1965,2039,2000,225,51,534,37,1255,37,758,27,768,0,0,20,16,0.0201,71,0.0893,19,0.0239,643,0.8088,19,0.0239
"УИК №1966",1966,2657,2500,231,49,472,16,1830,16,703,31,688,0,0,20,23,0.032,98,0.1363,16,0.0223,521,0.7246,30,0.0417
"УИК №1967",1967,2073,2000,211,51,404,46,1390,45,613,36,622,0,0,20,18,0.0274,80,0.1216,19,0.0289,482,0.7325,23,0.035
"УИК №1968",1968,2790,2500,280,78,552,21,1725,21,836,37,820,0,0,20,24,0.028,93,0.1085,24,0.028,654,0.7631,25,0.0292
"УИК №1969",1969,2489,2000,295,67,554,97,1121,96,848,32,912,0,0,20,15,0.0159,107,0.1133,21,0.0222,749,0.7934,20,0.0212
"УИК №1970",1970,1685,1500,174,61,383,86,918,86,557,18,625,0,0,20,14,0.0218,58,0.0902,7,0.0109,533,0.8289,13,0.0202
"УИК №1971",1971,2007,2000,102,37,399,2,1534,2,501,11,492,0,0,20,21,0.0417,90,0.1789,15,0.0298,343,0.6819,23,0.0457
"УИК №1972",1972,1584,1500,90,45,389,1,1065,1,479,9,471,0,0,20,20,0.0417,68,0.1417,8,0.0167,351,0.7313,24,0.05
"УИК №1973",1973,2053,2000,207,48,409,23,1409,23,616,30,609,0,0,20,10,0.0156,105,0.1643,9,0.0141,470,0.7355,15,0.0235
"УИК №1974",1974,1993,1500,259,42,446,37,800,37,702,28,711,0,0,20,8,0.0108,77,0.1042,15,0.0203,586,0.793,25,0.0338
"УИК №1975",1975,1431,1000,127,34,252,9,646,9,378,19,368,0,0,20,17,0.0439,51,0.1318,9,0.0233,281,0.7261,10,0.0258
"УИК №1976",1976,2093,2000,390,52,627,24,1011,24,1017,19,1022,0,0,20,60,0.0576,140,0.1345,48,0.0461,712,0.684,62,0.0596
"УИК №1977",1977,2317,2000,228,51,645,30,1148,30,873,45,858,0,0,20,19,0.021,63,0.0698,23,0.0255,731,0.8095,22,0.0244
"УИК №1978",1978,2373,2000,370,66,674,2,1020,2,944,21,925,0,0,20,15,0.0159,107,0.1131,21,0.0222,756,0.7992,26,0.0275
"УИК №1979",1979,2295,2000,329,33,425,20,1259,20,754,28,746,0,0,20,42,0.0543,108,0.1395,28,0.0362,526,0.6796,42,0.0543
"УИК №1980",1980,1734,1500,156,37,325,0,1056,0,480,16,464,0,0,20,8,0.0167,76,0.1583,14,0.0292,356,0.7417,10,0.0208
"УИК №1981",1981,1566,1500,161,47,326,9,1051,9,495,17,487,0,0,20,12,0.0238,90,0.1786,13,0.0258,357,0.7083,15,0.0298
"УИК №1982",1982,1852,1500,211,31,1229,39,52,39,1438,18,1459,0,0,20,7,0.0047,171,0.1158,45,0.0305,1213,0.8213,23,0.0156
"УИК №1983",1983,176,300,0,0,90,79,131,79,90,4,165,0,0,20,1,0.0059,4,0.0237,2,0.0118,157,0.929,1,0.0059
"УИК №1984",1984,2289,2000,167,20,961,42,850,42,899,32,909,0,0,20,12,0.0128,110,0.1169,15,0.0159,756,0.8034,16,0.017
"УИК №1985",1985,1831,1500,170,39,472,26,871,26,639,28,637,0,0,20,13,0.0195,104,0.1564,18,0.0271,481,0.7233,21,0.0316
"УИК №1986",1986,1431,1000,146,29,414,35,434,35,559,20,574,0,0,20,8,0.0135,63,0.1061,14,0.0236,473,0.7963,16,0.0269
"УИК №1987",1987,321,315,146,0,88,53,28,53,234,3,284,0,0,20,4,0.0139,26,0.0906,1,0.0035,252,0.878,1,0.0035
"УИК №1988",1988,1711,1500,121,19,446,21,931,21,567,22,566,0,0,20,19,0.0323,78,0.1327,15,0.0255,436,0.7415,18,0.0306
"УИК №1989",1989,1385,1000,174,21,296,55,496,55,470,19,506,0,0,20,12,0.0229,47,0.0895,11,0.021,423,0.8057,13,0.0248
"УИК №1990",1990,1235,1000,97,14,358,14,545,14,452,7,459,0,0,20,9,0.0193,38,0.0815,15,0.0322,383,0.8219,14,0.03
"УИК №1991",1991,1064,1000,91,9,308,20,590,20,397,5,412,0,0,20,1,0.0024,41,0.0983,8,0.0192,358,0.8585,4,0.0096
"УИК №1992",1992,1740,1500,89,10,493,34,894,34,582,32,584,0,0,20,24,0.039,91,0.1477,15,0.0244,433,0.7029,21,0.0341
"УИК №1993",1993,830,800,140,14,302,30,342,30,438,19,449,0,0,20,6,0.0128,36,0.0769,7,0.015,397,0.8483,3,0.0064
"УИК №1994",1994,2200,2000,234,13,772,19,988,19,1006,17,1008,0,0,20,40,0.039,78,0.0761,75,0.0732,715,0.6976,100,0.0976
"УИК №1995",1995,2048,2000,218,4,328,13,1445,13,545,14,544,0,0,20,4,0.0072,43,0.0771,10,0.0179,476,0.853,11,0.0197
"УИК №1996",1996,1929,1500,220,24,764,9,531,9,984,101,892,0,0,20,6,0.006,57,0.0574,9,0.0091,814,0.8197,6,0.006
"УИК №1997",1997,1202,1000,146,10,207,75,582,75,353,10,418,0,0,20,2,0.0047,44,0.1028,9,0.021,357,0.8341,6,0.014
"УИК №1998",1998,2777,2500,113,6,409,21,1963,21,522,19,524,0,0,20,15,0.0276,55,0.1013,8,0.0147,443,0.8158,3,0.0055
"УИК №1999",1999,2514,2000,289,16,412,18,1297,18,696,20,694,0,0,20,13,0.0182,83,0.1162,24,0.0336,544,0.7619,30,0.042
"УИК №2000",2000,2178,2000,146,7,315,38,1508,38,460,10,488,0,0,20,5,0.01,49,0.0984,9,0.0181,418,0.8394,7,0.0141
"УИК №2001",2001,2103,2000,224,16,325,21,1446,21,549,6,564,0,0,20,13,0.0228,75,0.1316,12,0.0211,451,0.7912,13,0.0228
"УИК №2002",2002,1180,1000,118,16,415,1,482,1,532,21,512,0,0,20,10,0.0188,57,0.1069,22,0.0413,401,0.7523,22,0.0413
"УИК №2003",2003,2435,2000,200,24,293,0,1531,0,493,10,483,0,0,20,5,0.0101,48,0.0974,8,0.0162,407,0.8256,15,0.0304
"УИК №2004",2004,2764,2500,289,28,1232,3,1004,3,1493,14,1482,0,0,20,18,0.012,83,0.0555,19,0.0127,1342,0.8971,20,0.0134
"УИК №2005",2005,1970,1500,205,13,1224,0,84,0,1429,0,1429,0,0,20,18,0.0126,71,0.0497,14,0.0098,1298,0.9083,28,0.0196
"УИК №2006",2006,2388,2000,279,8,1251,0,478,0,1259,11,1248,0,0,20,10,0.0079,254,0.2017,9,0.0071,956,0.7593,19,0.0151
"УИК №2007",2007,1985,1500,291,64,879,7,387,7,1170,6,1171,0,0,20,8,0.0068,54,0.0459,7,0.0059,1098,0.9329,4,0.0034
"УИК №2008",2008,1762,1500,230,61,806,7,518,7,1035,23,1019,0,0,20,7,0.0067,53,0.0509,8,0.0077,937,0.8992,14,0.0134
"УИК №2009",2009,2045,2000,303,50,921,2,824,2,1222,24,1200,0,0,20,12,0.0098,58,0.0474,14,0.0114,1099,0.8979,17,0.0139
"УИК №2010",2010,1030,1000,102,26,219,49,656,49,316,10,355,0,0,20,10,0.0274,37,0.1014,10,0.0274,289,0.7918,9,0.0247
"УИК №2011",2011,2426,2000,308,23,1052,0,663,0,1358,7,1351,0,0,20,12,0.0088,63,0.0464,12,0.0088,1243,0.9153,21,0.0155
"УИК №2012",2012,2689,2500,277,15,460,0,1778,0,736,9,727,0,0,20,7,0.0095,60,0.0815,12,0.0163,637,0.8655,11,0.0149
"УИК №2013",2013,2328,2000,240,15,953,0,822,0,1192,4,1188,0,0,20,20,0.0168,128,0.1074,25,0.021,978,0.8205,37,0.031
"УИК №2014",2014,2653,2500,312,6,876,0,1318,0,876,32,844,0,0,20,39,0.0445,158,0.1804,30,0.0342,584,0.6667,33,0.0377
"УИК №2015",2015,2556,2500,405,16,386,16,1709,16,791,21,786,0,0,20,10,0.0124,56,0.0694,7,0.0087,701,0.8686,12,0.0149
"УИК №826",826,1241,1000,53,30,313,15,649,15,366,14,367,0,0,21,32,0.084,53,0.1391,27,0.0709,235,0.6168,20,0.0525
"УИК №827",827,2150,2000,150,130,309,12,1659,12,459,12,459,0,0,21,9,0.0191,66,0.1401,9,0.0191,362,0.7686,13,0.0276
"УИК №828",828,2016,1500,129,105,371,12,1093,12,490,16,486,0,0,21,17,0.0339,67,0.1335,10,0.0199,367,0.7311,25,0.0498
"УИК №829",829,2177,2000,154,130,469,17,1490,17,484,16,485,0,0,21,8,0.016,66,0.1317,13,0.0259,389,0.7764,9,0.018
"УИК №830",830,2107,2000,150,115,445,16,1504,16,594,19,591,0,0,21,4,0.0066,74,0.1213,6,0.0098,490,0.8033,17,0.0279
"УИК №831",831,2344,2000,147,112,376,9,1580,9,522,11,520,0,0,21,13,0.0245,62,0.1168,11,0.0207,416,0.7834,18,0.0339
"УИК №832",832,2151,2000,159,120,399,4,1558,4,560,11,553,0,0,21,8,0.0142,62,0.1099,10,0.0177,460,0.8156,13,0.023
"УИК №833",833,2164,2000,128,100,441,9,1522,9,569,11,567,0,0,21,5,0.0087,87,0.1505,16,0.0277,440,0.7612,19,0.0329
"УИК №834",834,2106,2000,168,145,391,4,1582,4,557,15,546,0,0,21,7,0.0125,67,0.1194,20,0.0357,439,0.7825,13,0.0232
"УИК №835",835,2596,2500,157,118,436,7,2018,7,588,6,589,0,0,21,14,0.0235,91,0.1529,20,0.0336,446,0.7496,18,0.0303
"УИК №836",836,2310,2000,160,128,446,6,1516,6,595,10,591,0,0,21,7,0.0116,71,0.1181,13,0.0216,488,0.812,12,0.0199
"УИК №837",837,2575,2500,134,112,403,8,2067,8,536,10,534,0,0,21,12,0.0221,65,0.1195,20,0.0368,424,0.7794,13,0.0239
"УИК №838",838,2241,2000,144,111,429,10,1528,10,571,23,558,0,0,21,11,0.0189,71,0.1222,19,0.0327,444,0.7642,13,0.0224
"УИК №839",839,2380,2000,183,147,460,4,1500,4,642,15,631,0,0,21,9,0.0139,70,0.1084,19,0.0294,515,0.7972,18,0.0279
"УИК №840",840,2316,2000,183,135,430,16,1506,16,612,24,604,0,0,21,13,0.0207,91,0.1449,12,0.0191,471,0.75,17,0.0271
"УИК №841",841,2182,2000,135,108,471,9,1493,9,603,14,598,0,0,21,9,0.0147,88,0.1438,22,0.0359,462,0.7549,17,0.0278
"УИК №842",842,2401,2000,176,129,428,16,1509,16,603,32,587,0,0,21,20,0.0323,81,0.1309,19,0.0307,453,0.7318,14,0.0226
"УИК №843",843,1361,1000,56,42,220,9,757,9,276,8,277,0,0,21,3,0.0105,34,0.1193,16,0.0561,218,0.7649,6,0.0211
"УИК №844",844,2574,2500,185,147,490,20,1952,20,668,19,669,0,0,21,8,0.0116,61,0.0887,18,0.0262,559,0.8125,23,0.0334
"УИК №845",845,2572,2500,147,105,574,16,1868,16,718,21,713,0,0,21,8,0.0109,120,0.1635,20,0.0272,550,0.7493,15,0.0204
"УИК №846",846,2464,2000,152,113,423,15,1523,15,576,24,567,0,0,21,15,0.0254,84,0.1421,15,0.0254,429,0.7259,24,0.0406
"УИК №847",847,2156,2000,113,79,372,13,1581,13,484,5,492,0,0,21,10,0.0201,73,0.1469,16,0.0322,380,0.7646,13,0.0262
"УИК №848",848,2113,2000,118,98,326,13,1641,13,443,81,375,0,0,21,3,0.0066,55,0.1206,11,0.0241,298,0.6535,8,0.0175
"УИК №849",849,2377,2000,135,103,409,5,1554,5,541,17,529,0,0,21,10,0.0183,75,0.1374,21,0.0385,410,0.7509,13,0.0238
"УИК №850",850,2286,2000,156,115,382,5,1572,5,538,14,529,0,0,21,8,0.0147,65,0.1197,22,0.0405,418,0.7698,16,0.0295
"УИК №851",851,2244,2000,131,94,374,5,1584,5,504,26,483,0,0,21,11,0.0216,55,0.1081,13,0.0255,392,0.7701,12,0.0236
"УИК №852",852,2295,2000,139,111,398,0,1574,10,527,16,521,0,0,21,6,0.0112,75,0.1397,10,0.0186,417,0.7765,13,0.0242
"УИК №853",853,2330,2000,123,105,352,21,1609,21,474,5,490,0,0,21,10,0.0202,70,0.1414,9,0.0182,387,0.7818,14,0.0283
"УИК №854",854,2313,2000,137,107,561,11,1398,11,561,13,559,0,0,21,15,0.0262,63,0.1101,30,0.0524,422,0.7378,29,0.0507
"УИК №855",855,2303,2000,136,100,445,12,1507,12,577,24,565,0,0,21,6,0.0102,78,0.1324,23,0.039,433,0.7351,25,0.0424
"УИК №856",856,2044,2000,104,88,348,8,1628,8,452,14,446,0,0,21,10,0.0217,54,0.1174,13,0.0283,355,0.7717,14,0.0304
"УИК №857",857,2386,2000,132,102,412,9,1549,9,543,13,539,0,0,21,14,0.0254,54,0.0978,19,0.0344,445,0.8062,7,0.0127
"УИК №858",858,2233,2000,118,97,449,11,1519,11,567,11,567,0,0,21,11,0.019,77,0.1332,9,0.0156,455,0.7872,15,0.026
"УИК №859",859,2278,2000,130,94,395,14,1555,14,520,10,524,0,0,21,9,0.0169,69,0.1292,17,0.0318,412,0.7715,17,0.0318
"УИК №860",860,2506,2000,92,65,398,20,1555,20,487,13,494,0,0,21,6,0.0118,76,0.1499,8,0.0158,389,0.7673,15,0.0296
"УИК №861",861,2214,2000,152,113,451,12,1498,12,601,35,578,0,0,21,8,0.0131,73,0.1191,29,0.0473,457,0.7455,11,0.0179
"УИК №862",862,1947,1500,88,57,369,4,1096,4,453,9,448,0,0,21,6,0.0131,69,0.151,8,0.0175,354,0.7746,11,0.0241
"УИК №863",863,2100,2000,134,112,365,6,1607,6,499,16,489,0,0,21,9,0.0178,68,0.1347,10,0.0198,387,0.7663,15,0.0297
"УИК №864",864,2102,2000,136,113,383,9,1585,9,517,16,510,0,0,21,3,0.0057,64,0.1217,14,0.0266,415,0.789,14,0.0266
"УИК №865",865,2393,2000,141,112,445,12,1514,12,576,17,571,0,0,21,10,0.017,76,0.1293,19,0.0323,445,0.7568,21,0.0357
"УИК №866",866,1259,2000,141,113,431,16,1525,16,475,8,483,0,0,21,11,0.0224,56,0.1141,15,0.0305,394,0.8024,7,0.0143
"УИК №867",867,2110,2000,120,99,378,18,1583,18,498,21,495,0,0,21,10,0.0194,57,0.1105,14,0.0271,399,0.7733,15,0.0291
"УИК №868",868,2017,2000,112,81,323,15,1631,15,441,9,447,0,0,21,6,0.0132,62,0.136,10,0.0219,362,0.7939,7,0.0154
"УИК №869",869,2080,2000,123,80,522,8,1427,8,515,14,509,0,0,21,5,0.0096,75,0.1434,18,0.0344,395,0.7553,16,0.0306
"УИК №870",870,2126,2000,144,110,305,19,1642,19,449,14,454,0,0,21,3,0.0064,53,0.1132,15,0.0321,377,0.8056,6,0.0128
"УИК №871",871,2048,2000,118,85,332,11,1624,11,444,10,445,0,0,21,7,0.0154,49,0.1077,11,0.0242,362,0.7956,16,0.0352
"УИК №872",872,1875,1500,104,82,255,7,1216,7,359,12,354,0,0,21,5,0.0137,49,0.1339,6,0.0164,285,0.7787,9,0.0246
"УИК №873",873,2377,2000,140,123,352,4,1627,3,492,16,479,0,0,21,3,0.0061,66,0.1333,19,0.0384,385,0.7778,6,0.0121
"УИК №874",874,2521,2500,157,122,362,7,2096,7,519,7,519,0,0,21,5,0.0095,61,0.116,23,0.0437,417,0.7928,13,0.0247
"УИК №875",875,2241,2000,121,100,388,12,1579,12,506,14,504,0,0,21,10,0.0193,64,0.1236,16,0.0309,402,0.7761,12,0.0232
"УИК №876",876,1123,1000,25,4,407,14,558,14,428,7,435,0,0,21,10,0.0226,52,0.1176,14,0.0317,347,0.7851,12,0.0271
"УИК №877",877,1868,1500,35,5,510,20,940,20,545,17,548,0,0,21,6,0.0106,92,0.1628,17,0.0301,422,0.7469,11,0.0195
"УИК №878",878,1642,1500,36,8,488,18,966,18,524,16,526,0,0,21,30,0.0554,57,0.1052,8,0.0148,422,0.7786,9,0.0166
"УИК №879",879,1716,1500,35,10,442,9,1024,8,476,16,468,0,0,21,16,0.0331,84,0.1736,6,0.0124,350,0.7231,12,0.0248
"УИК №880",880,1532,1500,34,2,439,8,1021,8,439,4,443,0,0,21,11,0.0246,59,0.132,14,0.0313,353,0.7897,6,0.0134
"УИК №881",881,1156,1000,82,5,249,34,640,34,330,20,344,0,0,21,12,0.033,58,0.1593,13,0.0357,247,0.6786,14,0.0385
"УИК №882",882,1974,1500,52,18,411,21,1034,21,461,24,458,0,0,21,9,0.0187,62,0.1286,19,0.0394,353,0.7324,15,0.0311
"УИК №883",883,1858,1500,59,10,365,13,1073,13,415,18,410,0,0,21,15,0.035,46,0.1075,13,0.0304,319,0.7453,17,0.0397
"УИК №884",884,2032,2000,66,14,420,8,1520,8,420,12,416,0,0,21,13,0.0304,49,0.1145,14,0.0327,326,0.7617,14,0.0327
"УИК №885",885,1923,1500,80,28,294,3,1151,3,374,5,372,0,0,21,5,0.0133,55,0.1459,15,0.0398,278,0.7374,19,0.0504
"УИК №886",886,2281,2000,65,17,366,7,1579,7,430,13,424,0,0,21,4,0.0092,79,0.1808,14,0.032,315,0.7208,12,0.0275
"УИК №887",887,1948,1500,54,10,379,5,1072,5,432,9,428,0,0,21,10,0.0229,63,0.1442,17,0.0389,319,0.7299,19,0.0435
"УИК №888",888,1945,1500,61,16,454,13,988,13,497,21,489,0,0,21,7,0.0137,81,0.1588,13,0.0255,369,0.7235,19,0.0373
"УИК №889",889,1926,1500,52,14,510,8,944,8,557,19,546,0,0,21,14,0.0248,88,0.1558,21,0.0372,400,0.708,23,0.0407
"УИК №890",890,1848,1500,59,10,411,9,1031,9,455,23,441,0,0,21,12,0.0259,69,0.1487,18,0.0388,318,0.6853,24,0.0517
"УИК №891",891,1994,1500,60,16,341,5,1110,5,373,6,372,0,0,21,11,0.0291,52,0.1376,11,0.0291,282,0.746,16,0.0423
"УИК №892",892,1256,1000,252,132,380,17,483,17,632,26,623,0,0,21,12,0.0185,78,0.1202,16,0.0247,501,0.772,16,0.0247
"УИК №330",330,2270,1500,146,75,395,7,1027,7,541,25,523,0,0,22,10,0.0182,43,0.0785,14,0.0255,441,0.8047,15,0.0274
"УИК №331",331,1535,1000,217,85,574,5,289,5,791,19,777,0,0,22,9,0.0113,50,0.0628,9,0.0113,695,0.8731,14,0.0176
"УИК №332",332,1929,1000,236,97,770,2,89,2,770,15,757,0,0,22,52,0.0674,83,0.1075,44,0.057,465,0.6023,113,0.1464
"УИК №333",333,2393,1500,145,125,411,3,1066,3,556,26,533,0,0,22,15,0.0268,35,0.0626,13,0.0233,458,0.8193,12,0.0215
"УИК №334",334,2574,1500,386,94,871,5,332,5,1253,23,1235,0,0,22,20,0.0159,51,0.0405,11,0.0087,1127,0.8959,26,0.0207
"УИК №335",335,1234,650,169,98,398,10,171,10,566,8,568,0,0,22,7,0.0122,38,0.066,9,0.0156,509,0.8837,5,0.0087
"УИК №336",336,1983,1000,128,108,632,18,330,18,760,22,756,0,0,22,27,0.0347,107,0.1375,45,0.0578,541,0.6954,36,0.0463
"УИК №337",337,2129,1500,152,117,1065,4,396,4,1217,24,1197,0,0,22,1,0.0008,27,0.0221,5,0.0041,1154,0.9451,10,0.0082
"УИК №338",338,1684,1000,123,102,365,11,603,11,365,18,358,0,0,22,15,0.0399,47,0.125,8,0.0213,273,0.7261,15,0.0399
"УИК №339",339,1885,1000,126,112,569,12,405,12,681,12,681,0,0,22,10,0.0144,56,0.0808,8,0.0115,591,0.8528,16,0.0231
"УИК №340",340,1511,1000,114,92,479,10,489,10,593,17,586,0,0,22,9,0.0149,30,0.0498,5,0.0083,536,0.8889,6,0.0099
"УИК №341",341,2028,1500,124,100,590,8,878,8,614,25,597,0,0,22,6,0.0096,64,0.1029,10,0.0161,478,0.7685,39,0.0627
"УИК №342",342,2041,1500,266,118,629,9,714,9,895,14,890,0,0,22,12,0.0133,69,0.0763,9,0.0099,794,0.8783,6,0.0066
"УИК №344",344,2185,1500,583,231,568,50,530,50,1151,26,1175,0,0,22,9,0.0075,64,0.0533,8,0.0067,1074,0.8943,20,0.0167
"УИК №345",345,1649,1000,410,140,284,14,432,14,688,35,667,0,0,22,15,0.0214,64,0.0912,13,0.0185,562,0.8006,13,0.0185
"УИК №346",346,1707,1000,452,198,388,59,299,57,838,17,878,0,0,22,11,0.0123,35,0.0391,9,0.0101,815,0.9106,8,0.0089
"УИК №347",347,2332,1500,165,131,416,11,1039,11,578,52,537,0,0,22,18,0.0306,83,0.1409,15,0.0255,406,0.6893,15,0.0255
"УИК №348",348,2103,1500,234,189,338,5,1112,5,570,17,558,0,0,22,16,0.0278,56,0.0974,11,0.0191,459,0.7983,16,0.0278
"УИК №349",349,1619,1000,264,228,306,5,653,5,570,54,521,0,0,22,10,0.0174,38,0.0661,14,0.0243,442,0.7687,17,0.0296
"УИК №350",350,2255,1500,242,186,445,4,995,4,690,54,640,0,0,22,31,0.0447,75,0.1081,17,0.0245,496,0.7147,21,0.0303
"УИК №351",351,1707,1000,448,190,429,6,307,6,687,20,673,0,0,22,13,0.0188,51,0.0736,15,0.0216,584,0.8427,10,0.0144
"УИК №352",352,1710,1000,434,176,463,5,274,5,893,13,885,0,0,22,8,0.0089,43,0.0479,3,0.0033,809,0.9009,22,0.0245
"УИК №353",353,1480,1000,366,156,493,1,296,1,848,16,833,0,0,22,12,0.0141,36,0.0424,7,0.0082,763,0.8987,15,0.0177
"УИК №354",354,1653,1000,383,160,227,3,547,3,610,23,590,0,0,22,10,0.0163,45,0.0734,10,0.0163,503,0.8206,22,0.0359
"УИК №355",355,1487,1000,316,136,322,6,492,6,638,41,603,0,0,22,15,0.0233,59,0.0916,12,0.0186,501,0.778,16,0.0248
"УИК №356",356,1971,1000,489,153,365,12,287,12,852,40,824,0,0,22,20,0.0231,65,0.0752,12,0.0139,712,0.8241,15,0.0174
"УИК №357",357,1806,1000,164,140,291,5,680,5,449,20,434,0,0,22,19,0.0419,52,0.1145,11,0.0242,331,0.7291,21,0.0463
"УИК №358",358,1692,1000,381,140,348,9,402,9,725,40,694,0,0,22,16,0.0218,55,0.0749,13,0.0177,592,0.8065,18,0.0245
"УИК №359",359,1658,1000,322,133,296,15,500,15,616,26,605,0,0,22,15,0.0238,63,0.0998,8,0.0127,489,0.775,30,0.0475
"УИК №360",360,1153,1000,178,133,387,2,566,2,610,28,584,0,0,22,21,0.0343,39,0.0637,12,0.0196,503,0.8219,9,0.0147
"УИК №361",361,1859,1000,424,141,436,8,273,8,860,40,828,0,0,22,16,0.0184,65,0.0749,7,0.0081,719,0.8283,21,0.0242
"УИК №362",362,1891,1000,356,53,678,19,0,19,1034,0,1053,0,0,22,37,0.0351,23,0.0218,11,0.0104,929,0.8822,53,0.0503
"УИК №363",363,1556,1000,206,157,272,9,670,9,477,26,460,0,0,22,10,0.0206,52,0.107,10,0.0206,363,0.7469,25,0.0514
"УИК №364",364,1995,1000,197,74,802,6,69,6,999,39,966,0,0,22,56,0.0557,143,0.1423,53,0.0527,636,0.6328,78,0.0776
